"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"05/04/2018","94,29","94,04","94,34","93,64","2,24M","2,22%"
"04/04/2018","92,24","92,66","93,95","91,57","2,57M","-0,85%"
"03/04/2018","93,03","92,31","93,48","90,99","1,39M","-0,21%"
"29/03/2018","93,23","93,90","94,49","93,05","1,79M","-0,19%"
"28/03/2018","93,41","93,32","93,83","92,05","2,34M","-1,17%"
"27/03/2018","94,52","94,06","94,90","93,43","1,60M","2,39%"
"26/03/2018","92,31","92,36","93,21","91,52","2,16M","-0,04%"
"23/03/2018","92,35","92,98","93,72","91,31","2,23M","-1,81%"
"22/03/2018","94,05","94,42","94,88","92,21","2,31M","-0,93%"
"21/03/2018","94,93","95,68","95,72","94,17","1,31M","-0,95%"
"20/03/2018","95,84","94,16","96,67","93,73","1,53M","2,12%"
"19/03/2018","93,85","95,41","95,55","93,39","1,45M","-1,64%"
"16/03/2018","95,41","95,86","96,78","95,11","4,24M","-0,87%"
"15/03/2018","96,25","95,41","96,64","94,87","1,49M","1,67%"
"14/03/2018","94,67","94,91","96,16","94,30","1,55M","-0,43%"
"13/03/2018","95,08","95,69","96,68","94,58","1,46M","-0,21%"
"12/03/2018","95,28","97,90","98,00","95,17","1,82M","-2,51%"
"09/03/2018","97,73","96,25","97,94","96,07","1,67M","1,27%"
"08/03/2018","96,50","95,11","96,87","94,52","1,71M","1,44%"
"07/03/2018","95,13","95,12","95,95","94,62","1,50M","-0,42%"
"06/03/2018","95,53","95,65","96,79","95,28","2,01M","0,39%"
"05/03/2018","95,16","92,91","95,40","92,77","1,88M","1,91%"
"02/03/2018","93,38","95,21","95,29","93,00","2,66M","-3,24%"
"01/03/2018","96,51","97,57","98,19","95,55","1,76M","-1,26%"
"28/02/2018","97,74","97,58","98,38","97,15","1,72M","-0,38%"
"27/02/2018","98,11","98,44","99,36","97,75","2,33M","-0,23%"
"26/02/2018","98,34","97,90","99,05","97,69","1,89M","0,66%"
"23/02/2018","97,70","97,34","97,70","96,74","1,40M","0,62%"
"22/02/2018","97,10","96,61","97,40","96,42","1,95M","0,04%"
"21/02/2018","97,06","96,87","97,26","96,31","2,05M","0,68%"
"20/02/2018","96,40","93,93","96,87","93,63","2,25M","2,22%"
"19/02/2018","94,31","94,95","95,66","93,87","1,58M","-0,67%"
"16/02/2018","94,95","92,80","95,02","92,64","3,48M","2,93%"
"15/02/2018","92,25","89,95","92,90","89,23","5,87M","10,27%"
"14/02/2018","83,66","83,41","83,96","80,83","2,33M","1,23%"
"13/02/2018","82,64","82,02","83,50","81,96","2,15M","0,76%"
"12/02/2018","82,02","83,49","83,49","81,67","2,89M","-1,22%"
"09/02/2018","83,03","84,39","84,92","81,52","3,55M","-2,31%"
"08/02/2018","84,99","87,23","87,52","84,71","2,63M","-3,27%"
"07/02/2018","87,86","85,53","87,92","84,59","2,66M","3,99%"
"06/02/2018","84,49","83,01","86,61","81,55","4,17M","-1,84%"
"05/02/2018","86,07","86,66","86,66","84,80","2,28M","-1,56%"
"02/02/2018","87,43","88,81","89,73","86,60","2,70M","-3,51%"
"01/02/2018","90,61","92,53","92,63","90,18","1,96M","-1,44%"
"31/01/2018","91,93","89,46","92,20","89,45","2,05M","3,00%"
"30/01/2018","89,25","89,57","90,36","88,78","1,35M","-0,69%"
"29/01/2018","89,87","89,95","90,28","89,09","1,59M","0,97%"
"26/01/2018","89,01","87,72","89,21","87,53","1,69M","1,77%"
"25/01/2018","87,46","89,95","90,24","86,75","2,77M","-2,77%"
"24/01/2018","89,95","91,50","91,78","89,93","1,77M","-1,74%"
"23/01/2018","91,54","93,43","93,43","91,18","1,85M","-1,23%"
"22/01/2018","92,68","92,43","92,95","92,04","1,87M","0,50%"
"19/01/2018","92,22","90,38","92,31","90,31","2,52M","2,64%"
"18/01/2018","89,85","89,94","91,99","89,47","2,66M","0,74%"
"17/01/2018","89,19","88,82","89,75","88,70","1,29M","-0,26%"
"16/01/2018","89,42","89,35","89,72","89,10","1,62M","-0,03%"
"15/01/2018","89,45","89,85","90,19","89,07","1,37M","-0,45%"
"12/01/2018","89,85","89,86","90,20","89,35","1,30M","0,42%"
"11/01/2018","89,47","89,86","91,34","89,36","2,82M","-0,28%"
"10/01/2018","89,72","86,32","89,73","86,00","2,63M","3,90%"
"09/01/2018","86,35","85,78","86,72","85,78","1,12M","0,30%"
"08/01/2018","86,09","85,31","86,09","85,28","1,33M","1,19%"
"05/01/2018","85,08","85,70","85,70","83,90","1,69M","-0,26%"
"04/01/2018","85,30","83,68","85,56","83,68","1,80M","2,02%"
"03/01/2018","83,61","82,49","84,13","82,35","1,62M","1,67%"
"02/01/2018","82,24","82,52","82,97","81,72","1,37M","-0,30%"
