"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"07/11/2019","87,08","86,70","87,56","86,64","1,37M","0,46%"
"08/11/2019","87,46","86,46","87,46","86,16","1,40M","0,44%"
"11/11/2019","87,06","87,06","87,64","87,00","689,42K","-0,46%"
"12/11/2019","87,60","87,56","87,90","87,20","1,02M","0,62%"
"13/11/2019","87,46","87,34","87,52","86,38","1,04M","-0,16%"
"14/11/2019","87,38","87,28","87,62","86,96","850,03K","-0,09%"
"15/11/2019","88,14","87,80","88,14","87,14","1,10M","0,87%"
"18/11/2019","88,06","88,16","88,38","87,30","868,91K","-0,09%"
"19/11/2019","87,28","88,00","88,46","86,98","1,19M","-0,89%"
"20/11/2019","86,42","87,00","87,00","85,54","1,29M","-0,99%"
"21/11/2019","85,80","86,08","86,44","85,42","1,30M","-0,72%"
"22/11/2019","86,40","85,58","87,58","85,44","1,23M","0,70%"
"25/11/2019","87,48","86,82","87,68","86,72","827,33K","1,25%"
"26/11/2019","88,24","87,38","88,30","87,02","1,81M","0,87%"
"27/11/2019","88,44","88,50","88,62","87,98","1,16M","0,23%"
"28/11/2019","88,34","88,20","88,50","87,76","569,36K","-0,11%"
"29/11/2019","87,60","88,08","88,92","87,60","1,27M","-0,84%"
"02/12/2019","86,50","87,68","88,96","86,10","1,68M","-1,26%"
"03/12/2019","86,10","86,64","87,74","85,66","1,55M","-0,46%"
"04/12/2019","88,12","86,26","88,58","86,26","1,21M","2,35%"
"05/12/2019","88,70","88,20","89,68","87,94","1,24M","0,66%"
"06/12/2019","90,58","89,00","90,88","89,00","1,31M","2,12%"
"09/12/2019","90,26","90,50","90,70","89,88","950,03K","-0,35%"
"10/12/2019","89,48","90,44","90,52","88,60","1,40M","-0,86%"
"11/12/2019","90,46","89,18","90,76","89,08","1,29M","1,10%"
"12/12/2019","92,02","90,74","92,70","90,50","2,04M","1,72%"
"13/12/2019","92,50","94,34","94,58","92,30","1,75M","0,52%"
"16/12/2019","93,74","92,98","94,08","92,98","977,03K","1,34%"
"17/12/2019","92,26","93,86","94,00","92,06","1,61M","-1,58%"
"18/12/2019","91,80","91,88","92,52","91,48","1,04M","-0,50%"
"19/12/2019","91,60","91,66","92,16","91,48","1,06M","-0,22%"
"20/12/2019","92,38","91,88","93,16","91,78","2,61M","0,85%"
"23/12/2019","92,30","92,20","92,40","91,72","796,54K","-0,09%"
"24/12/2019","92,20","92,04","92,62","92,02","121,82K","-0,11%"
"27/12/2019","92,50","92,50","93,04","91,96","801,66K","0,33%"
"30/12/2019","91,54","92,20","92,56","91,54","719,06K","-1,04%"
"31/12/2019","91,50","91,60","91,96","91,50","425,33K","-0,04%"
